FRic,qual.FRic,FEve,FDis,RaoQ,FGR,Site,habitat
0.08833455318147097,0.16122581308984932,0.8333333333333331,0.315667406222074,0.11730468749999999,3,Baja,Seagrass
0.05660703800237978,0.16122581308984932,0.8333333333333331,0.29786179057189,0.12921875000000002,3,Baja,Unvegetated
NA,0.16122581308984932,NA,0.37499999999999933,0.140625,2,Brazil,Seagrass
NA,0.16122581308984932,0.49999999999999994,0.37833663421236563,0.15531250000000002,2,Brazil,Unvegetated
0.05439144460781495,0.16122581308984932,0.8333333333333331,0.4286655205769702,0.2131640625,3,CA,Seagrass
0.017371662206404615,0.16122581308984932,0.6666666666666666,0.3283369882164219,0.1328,2,CA,Unvegetated
NA,0.16122581308984932,NA,0.29999999999999905,0.09,1,CA2,Seagrass
NA,0.16122581308984932,NA,0.30000000000000016,0.09,2,CA2,Unvegetated
NA,0.16122581308984932,NA,0,0,1,CA3,Seagrass
NA,0.16122581308984932,NA,0.30000000000000016,0.09,2,CA3,Unvegetated
0.01408847776846273,0.16122581308984932,0.9875327911404743,0.36861406616345,0.15000000000000002,1,Chile,Seagrass
NA,0.16122581308984932,NA,0.37499999999999983,0.140625,1,Chile,Unvegetated
1.4685586305550105,0.16122581308984932,0.9000000000000001,0.457917256004107,0.22185763888888893,5,Croatia,Seagrass
0.16475607140519213,0.16122581308984932,0.9940287341504417,0.4773404337356708,0.24302500000000002,5,Croatia,Unvegetated
NA,0.16122581308984932,NA,0.49999999999999933,0.25,2,DE,Unvegetated
0.01837514490305127,0.16122581308984932,0.9919753411493841,0.4824060821206085,0.24609375,3,FL,Seagrass
0.05068318577562931,0.16122581308984932,0.9897047763850694,0.4755621404001458,0.2378472222222222,3,FL,Unvegetated
0.03701447147779085,0.16122581308984932,0.8571428571428571,0.4620777197653168,0.23003086419753085,3,France,Seagrass
0.032156951346073936,0.16122581308984932,0.8749999999999999,0.4374393889827484,0.20647500000000002,3,France,Unvegetated
0.12846239809102275,0.16122581308984932,0.7272727272727273,0.37515593770029,0.16282544378698224,4,Italy,Seagrass
0.03591325544382457,0.16122581308984932,0.7142857142857143,0.4133607812403215,0.19595679012345682,4,Italy,Unvegetated
0.01969777502739152,0.16122581308984932,0.6666666666666666,0.3989851622270704,0.17828124999999997,3,Korea,Seagrass
0.012148191483994254,0.16122581308984932,0.7500000000000001,0.40087306884903623,0.17076388888888888,3,Korea,Unvegetated
0.688454925318027,0.16122581308984932,0.8,0.5157680680858036,0.2752595155709343,4,NC,Seagrass
0.5029840076841181,0.16122581308984932,0.9962018561254828,0.45578025459202937,0.22688271604938273,4,NC,Unvegetated
NA,0.16122581308984932,NA,0.25000000000000133,0.0625,2,NC2,Seagrass
NA,0.16122581308984932,NA,0,0,1,Norway,Seagrass
NA,0.16122581308984932,NA,0,0,1,Norway,Unvegetated
1.2300055116823936,0.16122581308984932,0.8125,0.5192785270698845,0.2849151234567901,6,NSW1,Seagrass
1.1432083904728707,0.16122581308984932,0.9920438300699653,0.4228098179103828,0.20329999999999998,4,NSW1,Unvegetated
1.235913088311287,0.16122581308984932,0.7272727272727273,0.447695036893557,0.22295857988165677,5,NSW2,Seagrass
1.2359130883112885,0.16122581308984932,0.7272727272727273,0.45559509855783714,0.23008875739644968,5,NSW2,Unvegetated
NA,0.16122581308984932,NA,0,0,1,OR,Unvegetated
1.2087508311424036,0.16122581308984932,0.49999999999999994,0.34888006754084294,0.1559722222222222,5,QLD2,Seagrass
0.8942200714633248,0.16122581308984932,0.9920165669376351,0.430598091200047,0.20819999999999997,4,QLD2,Unvegetated
2.2149336211614066,0.16122581308984932,0.5434782608695652,0.49935060494115646,0.28002929687499994,6,QLD3,Seagrass
1.2718655782883204,0.16122581308984932,0.625,0.41437703976765045,0.21148919753086418,6,QLD3,Unvegetated
1.3187622471676819,0.16122581308984932,0.7619047619047619,0.5415944616938266,0.3056899810964083,6,QLD4,Seagrass
0.3463321144402909,0.16122581308984932,0.8333333333333331,0.5685304024847437,0.326953125,3,QLD4,Unvegetated
0.7093750432278854,0.16122581308984932,0.6874999999999999,0.49638543502769406,0.27154320987654323,4,TX,Seagrass
0.7076565782253773,0.16122581308984932,0.8461538461538461,0.5036935913793963,0.2780222222222222,4,TX,Unvegetated
NA,0.16122581308984932,NA,0.49999999999999956,0.25,2,VA,Seagrass
0.058753144135128686,0.16122581308984932,0.9865700598221491,0.5369361426876061,0.305,4,VA2,Seagrass
0.044049785248892755,0.16122581308984932,0.9919753411471772,0.5188133339005712,0.2734375,3,VA2,Unvegetated
0.10771867341770715,0.16122581308984932,0.8333333333333331,0.488893161265003,0.26046875,4,VIC,Seagrass
0.10544952269764357,0.16122581308984932,0.9841765621351097,0.5048570349818258,0.2753,4,VIC,Unvegetated
0.15736621662561467,0.16122581308984932,0.8333333333333331,0.5075521049948198,0.2695703125,3,Wales,Seagrass
0.023784354126354282,0.16122581308984932,0.9833611346822434,0.5370041691068281,0.30000000000000004,3,Wales,Unvegetated
1.2231881170374037,0.16122581308984932,0.6666666666666666,0.41934210871351996,0.195,4,Yuca1,Seagrass
1.2231881170374037,0.16122581308984932,0.9919104250692464,0.38222059819252496,0.15234375,4,Yuca1,Unvegetated
NA,0.16122581308984932,NA,0.15999999999999964,0.04,2,Yuca2,Seagrass
1.164656978453001,0.16122581308984932,0.7499999999999999,0.444283802089598,0.21418367346938774,4,Yuca2,Unvegetated
