FRic,qual.FRic,FEve,FDis,RaoQ,FGR,Site,habitat
0.1916241563198946,0.1398308212948434,0.43443195169079535,0.21642608412674863,0.05373831052944676,4,Baja,Seagrass
0.09153740969734002,0.1398308212948434,0.4842361614622914,0.21064840109236138,0.05927750023564896,3,Baja,Unvegetated
NA,0.1398308212948434,NA,0.23745288633207653,0.08904483237452884,2,Brazil,Seagrass
NA,0.1398308212948434,0.49999999999999994,0.4148582696765411,0.1736094674556213,2,Brazil,Unvegetated
0.12538069929289003,0.1398308212948434,0.6356990657768007,0.276786974880114,0.11146570252608312,3,CA,Seagrass
0.030960990647640955,0.1398308212948434,0.38419476068910113,0.16014982875527023,0.0571647509578544,2,CA,Unvegetated
NA,0.1398308212948434,NA,0.08230452674897107,0.024691358024691357,1,CA2,Seagrass
NA,0.1398308212948434,NA,0.20204081632653048,0.060612244897959196,2,CA2,Unvegetated
NA,0.1398308212948434,NA,0,0,1,CA3,Seagrass
NA,0.1398308212948434,NA,0.1666666666666666,0.049999999999999996,2,CA3,Unvegetated
NA,0.1398308212948434,0.2944848056385758,0.15817643538038892,0.060000000000000005,1,Chile,Seagrass
0.607672069561415,0.1398308212948434,0.5536541071547675,0.462320497948857,0.22910330788582003,3,Croatia,Seagrass
0.3346623634747519,0.1398308212948434,0.5854582146457022,0.44977803737513505,0.21675971555555557,3,Croatia,Unvegetated
NA,0.1398308212948434,NA,0.18549346016646853,0.09274673008323424,2,DE,Unvegetated
0.1845595831830779,0.1398308212948434,0.6454347030892239,0.5056758201916415,0.26473464927259066,3,France,Seagrass
0.07788382724686088,0.1398308212948434,0.668157165485018,0.4550677788842847,0.21420118343195269,3,France,Unvegetated
0.09060775981739727,0.1398308212948434,0.5255339019064401,0.42499758233857177,0.19533180120654986,3,Korea,Seagrass
0.06689047212935327,0.1398308212948434,0.5932925532402402,0.25080974373128495,0.09392984389348029,3,Korea,Unvegetated
1.0405716566240608,0.1398308212948434,0.6255713346541577,0.26959050366525,0.1242492526829012,4,NC,Seagrass
0.9168968629584664,0.1398308212948434,0.6768644725517212,0.3327431287720328,0.1556121826171875,4,NC,Unvegetated
NA,0.1398308212948434,NA,0.07100591715976336,0.01775147928994083,2,NC2,Seagrass
NA,0.1398308212948434,NA,0,0,1,Norway,Seagrass
NA,0.1398308212948434,NA,0,0,1,Norway,Unvegetated
1.6499931172610256,0.1398308212948434,0.48009823309039035,0.40917291513984166,0.18428083422257005,5,NSW1,Seagrass
1.4504548882216093,0.1398308212948434,0.894930587300239,0.27148745624481635,0.1079259058950784,4,NSW1,Unvegetated
1.6845709262030106,0.1398308212948434,0.35984489603654,0.2686950741495251,0.11055969199753822,5,NSW2,Seagrass
1.6845709262030129,0.1398308212948434,0.5086682849408012,0.46991055102902746,0.22960430750540659,5,NSW2,Unvegetated
NA,0.1398308212948434,NA,0,0,1,OR,Unvegetated
1.1969841654597926,0.1398308212948434,0.49999999999999994,0.3153359676711108,0.12358383943751901,4,QLD2,Seagrass
1.0370681732087097,0.1398308212948434,0.4480391714948347,0.20205500496856726,0.0966731418493323,4,QLD2,Unvegetated
1.3360623291245943,0.1398308212948434,0.6058148773052521,0.39128596479634203,0.19221412856626915,6,QLD3,Seagrass
1.1834622040254161,0.1398308212948434,0.5272917419773432,0.26878941749629676,0.11252968722591501,4,QLD3,Unvegetated
1.480395773195962,0.1398308212948434,0.4893619828459302,0.5812337928132741,0.34280214253014407,5,QLD4,Seagrass
0.5569883452437955,0.1398308212948434,0.48956582702681306,0.41633596778962645,0.18612578043704472,5,QLD4,Unvegetated
1.0235288662057491,0.1398308212948434,0.4199838773359936,0.4288367571556673,0.23104535643674276,4,TX,Seagrass
1.0137873636517423,0.1398308212948434,0.61850126389882,0.5509933158648972,0.31090328425468544,4,TX,Unvegetated
NA,0.1398308212948434,NA,0.4799999999999992,0.24,2,VA,Seagrass
0.06170982584140636,0.1398308212948434,0.7706254389513378,0.44177663692604807,0.24135539940828402,2,VA2,Seagrass
0.0695762006137148,0.1398308212948434,0.6843309934048127,0.3948495704598578,0.20293209876543208,2,VA2,Unvegetated
0.273207059732006,0.1398308212948434,0.6965867467218545,0.4696991783070875,0.25184731378923847,4,VIC,Seagrass
0.2665628190508277,0.1398308212948434,0.6113458301457677,0.3093556579695016,0.14772279132937038,4,VIC,Unvegetated
0.12795044323513616,0.1398308212948434,0.14417309785267746,0.5227641096553268,0.2946588753026562,2,Wales,Seagrass
0.031269304028169166,0.1398308212948434,0.5723238294077342,0.26574092380227043,0.14425655976676385,2,Wales,Unvegetated
