"ID","(Intercept)","hour","Country","dateDeployed","habitat","Lat","Long","N1","N24","prop1","prop24","Total","TotalFish","Total.std","TotalFish.std","ENSPIE","ENSPIEfish","biomass","biomass.std","siteName","contact","density","cover","canopy","richness","Cymodocea.rotundata","Cymodocea.serrulata","Halodule.emarginata","Halodule.uninervis","Halodule.wrightii","Heterozostera.nigricaulis","Posidonia.australis","Ruppia.maritima","Syringodium.filiforme","Syringodium.isoetifolium","Thalassia.testudinum","Zostera.marina","Zostera.muelleri","Zostera.nigricaulis","Zostera.noltei","temp","sal","meanLat","meanLong","calcite","chlomax","chlomean","chlomin","chlorange","cloudmax","cloudmean","cloudmin","damax","damean","damin","dissox","nitrate","parmax","parmean","ph","phos","phosphate","salinity","silicate","sstmax","sstmean","sstmin","sstrange","hemi","Site","basin","coast","S.all","S.cold","S.warm","Albulidae","Ariidae","Balistidae","Batrachoididae","Cancridae","Carangidae","Carcharhinidae","Carcinidae","Chaetodontidae","Channidae","Cheilodactylidae","Clinidae","Cottidae","Crangonidae","Cyclopteridae","Cyprinodontidae","Diodontidae","Eleotridae","Elopidae","Epialtidae","Fundulidae","Gadidae","Gerreidae","Gobiesocidae","Haemulidae","Hexagrammidae","Labridae","Lateolabracidae","Lethrinidae","Lutjanidae","Moronidae","Mullidae","Muraenidae","Nemipteridae","Ostraciidae","Ovalipidae","Paguridae","Palaemonidae","Panopeidae","Penaeidae","Phycidae","Platycephalidae","Pomacentridae","Portunidae","Salmonidae","Scaridae","Sciaenidae","Sebastidae","Serranidae","Sillaginidae","Sparidae","Sphyraenidae","Stichaeidae","Synodontidae","Terapontidae","Tetraodontidae","Tetrarogidae","Trachinidae","Triglidae","Urotrygonidae","Varunidae","hemicoast","coastbasin","MDS1","MDS2","MDS3","rate","logfish","logbio","abLat"
"Australia (NSW).20161208.Seagrass",3.2188758248682,-2.52572864430826,"Australia (NSW)",20161208,"Seagrass",-32.380278,152.508889,25,25,0.92,1,60.5032679738562,60.5032679738562,2.5819457139581,2.5819457139581,3.65894058095735,3.65894058095735,402.825659390738,17.6125681689064,"Smiths_Lake_NSW","Alistair Poore","101-500 shoot per square meter","75-100%","26-50 cm",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.8333333333333,31.8888888888889,-32.380278,152.508889,0.000290249998215586,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,0.177249997854233,0.104499999433756,0.0697500016540289,5.18474996089935,0.579750001430511,56.8082494735718,38.8474998474121,8.31949996948242,0.172649998217821,0.172649998217821,35.4052495956421,1.96299999952316,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,"South","NSW2","Pacific","West",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,"South West","West Pacific",0.838093487900109,-0.484198639245326,0.137840845437318,0.92,1.81656370427458,4.24584734455858,32.380278
"Australia (NSW).20161208.Unveg",3.2188758248682,-23.8833831246166,"Australia (NSW)",20161208,"Unvegetated",-32.380278,152.508889,25,25,1,1,28.4352941176471,28.4352941176471,1.12379151855374,1.12379151855374,2.65563520471334,2.65563520471334,237.478077639789,9.36757235838253,"Smiths_Lake_NSW","Alistair Poore","101-500 shoot per square meter","75-100%","26-50 cm",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.9333333333333,32,-32.380278,152.508889,0.000290249998215586,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,0.177249997854233,0.104499999433756,0.0697500016540289,5.18474996089935,0.579750001430511,56.8082494735718,38.8474998474121,8.31949996948242,0.172649998217821,0.172649998217821,35.4052495956421,1.96299999952316,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,"South","NSW2","Pacific","West",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,"South West","West Pacific",0.838093487900109,-0.484198639245326,0.137840845437318,0.999999999957579,1.46381519650216,3.97167341542191,32.380278
"Australia (NSW).20161209.Seagrass",3.2188758248682,-2.52572864430826,"Australia (NSW)",20161209,"Seagrass",-32.380278,152.508889,25,25,0.92,1,60.5032679738562,60.5032679738562,2.5819457139581,2.5819457139581,3.65894058095735,3.65894058095735,402.825659390738,17.6125681689064,"Smiths_Lake_NSW","Alistair Poore","101-500 shoot per square meter","75-100%","26-50 cm",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.8333333333333,31.8888888888889,-32.380278,152.508889,0.000290249998215586,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,0.177249997854233,0.104499999433756,0.0697500016540289,5.18474996089935,0.579750001430511,56.8082494735718,38.8474998474121,8.31949996948242,0.172649998217821,0.172649998217821,35.4052495956421,1.96299999952316,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,"South","NSW2","Pacific","West",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,"South West","West Pacific",0.838093487900109,-0.484198639245326,0.137840845437318,0.92,1.81656370427458,4.24584734455858,32.380278
"Australia (NSW).20161209.Unveg",3.2188758248682,-23.8833831246166,"Australia (NSW)",20161209,"Unvegetated",-32.380278,152.508889,25,25,1,1,28.4352941176471,28.4352941176471,1.12379151855374,1.12379151855374,2.65563520471334,2.65563520471334,237.478077639789,9.36757235838253,"Smiths_Lake_NSW","Alistair Poore","101-500 shoot per square meter","75-100%","26-50 cm",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.9333333333333,32,-32.380278,152.508889,0.000290249998215586,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,0.177249997854233,0.104499999433756,0.0697500016540289,5.18474996089935,0.579750001430511,56.8082494735718,38.8474998474121,8.31949996948242,0.172649998217821,0.172649998217821,35.4052495956421,1.96299999952316,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,"South","NSW2","Pacific","West",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,"South West","West Pacific",0.838093487900109,-0.484198639245326,0.137840845437318,0.999999999957579,1.46381519650216,3.97167341542191,32.380278
"Australia (NSW).20161210.Seagrass",3.2188758248682,-23.8833831246166,"Australia (NSW)",20161210,"Seagrass",-32.380278,152.508889,25,25,1,1,60.5032679738562,60.5032679738562,2.5819457139581,2.5819457139581,3.65894058095735,3.65894058095735,402.825659390738,17.6125681689064,"Smiths_Lake_NSW","Alistair Poore","101-500 shoot per square meter","75-100%","26-50 cm",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.8333333333333,31.8888888888889,-32.380278,152.508889,0.000290249998215586,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,0.177249997854233,0.104499999433756,0.0697500016540289,5.18474996089935,0.579750001430511,56.8082494735718,38.8474998474121,8.31949996948242,0.172649998217821,0.172649998217821,35.4052495956421,1.96299999952316,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,"South","NSW2","Pacific","West",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,"South West","West Pacific",0.838093487900109,-0.484198639245326,0.137840845437318,0.999999999957579,1.81656370427458,4.24584734455858,32.380278
"Australia (NSW).20161210.Unveg",3.2188758248682,-23.8833831246166,"Australia (NSW)",20161210,"Unvegetated",-32.380278,152.508889,25,25,1,1,28.4352941176471,28.4352941176471,1.12379151855374,1.12379151855374,2.65563520471334,2.65563520471334,237.478077639789,9.36757235838253,"Smiths_Lake_NSW","Alistair Poore","101-500 shoot per square meter","75-100%","26-50 cm",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.9333333333333,32,-32.380278,152.508889,0.000290249998215586,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,0.177249997854233,0.104499999433756,0.0697500016540289,5.18474996089935,0.579750001430511,56.8082494735718,38.8474998474121,8.31949996948242,0.172649998217821,0.172649998217821,35.4052495956421,1.96299999952316,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,"South","NSW2","Pacific","West",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,"South West","West Pacific",0.838093487900109,-0.484198639245326,0.137840845437318,0.999999999957579,1.46381519650216,3.97167341542191,32.380278
"Australia (NSW1.1).20160711.Unveg",3.22113787617133,-0.00937651835842546,"Australia (NSW1.1)",20160711,"Unvegetated",-35.09903,150.57948,25,25,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.09903,150.57948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South","NSW4","Pacific","West",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00933269588452901,NA,NA,35.09903
"Australia (NSW1.1).20160712.Unveg",3.21972316443512,-0.00350453215030807,"Australia (NSW1.1)",20160712,"Unvegetated",-35.09903,150.57948,25,25,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.09903,150.57948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South","NSW4","Pacific","West",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00349839844485988,NA,NA,35.09903
"Australia (NSW1.1).20160718.Unveg",3.22545330487193,-0.0274520836853158,"Australia (NSW1.1)",20160718,"Unvegetated",-35.09903,150.57948,25,25,0,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.09903,150.57948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South","NSW4","Pacific","West",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0270786997602436,NA,NA,35.09903
"Australia (NSW1.2).20161207.Unveg",3.21891195775408,-0.511050297233179,"Australia (NSW1.2)",20161207,"Unvegetated",-33.84018,151.25313,25,25,0.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.84018,151.25313,0.000235333330541228,0.723666667938232,0.510999997456869,0.379999995231628,0.343666702508926,0.669666667779287,0.537333329518636,0.428000003099442,0.0893333330750465,0.0760000000397364,0.0646666660904884,5.2960000038147,0.541333317756653,55.402333577474,37.9133338928223,8.31233342488607,0.192966664830844,0.192966664830844,35.5110003153483,1.41366668542226,23.0616671244303,20.0366668701172,16.8409996032715,6.22066672643026,"South","NSW3","Pacific","West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400134788937997,NA,NA,33.84018
