Site Name,Original Name,Lat,Long,Seagrass/Unveg,Date,Time,Depth,Distance,Data Collector,Q/PA,Fish/Invert/Other,Genus,Species,Length,Abundance,Notes,Participant List,Contact Email
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Cymatogaster,aggregata,105,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Cymatogaster,aggregata,104,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Cymatogaster,aggregata,106,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Cymatogaster,aggregata,107,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,54,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,65,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,55,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,52,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,50,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,52,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,63,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,46,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,53,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,62,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,35,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,50,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,51,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,45,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,54,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,51,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,51,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,56,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,55,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,51,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,51,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,59,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,56,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,53,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Sebastes,sp,54,,flavidus - melanops species complex; very difficult to differentiate when juveniles,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Oligocottus,maculosus,60,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Oligocottus,maculosus,25,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Hemilepidotus,hemilepidotus,55,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Apodichthys,flavidus,70,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Apodichthys,flavidus,73,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Apodichthys,flavidus,71,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Apodichthys,flavidus,69,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Apodichthys,flavidus,305,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Apodichthys,flavidus,60,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Apodichthys,flavidus,65,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Hexagrammos,lagocephalus,103,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Hexagrammos,lagocephalus,102,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Artedius,lateralis,77,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Hexagrammos,decagrammus,92,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Hexagrammos,decagrammus,65,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Citharichthys,sordidus,77,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Citharichthys,sordidus,85,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Citharichthys,sordidus,70,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Citharichthys,sordidus,70,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Citharichthys,sordidus,92,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Citharichthys,sordidus,80,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Citharichthys,sordidus,83,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Citharichthys,sordidus,84,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Citharichthys,sordidus,89,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Citharichthys,sordidus,100,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Citharichthys,sordidus,85,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Citharichthys,sordidus,51,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Citharichthys,sordidus,74,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Citharichthys,sordidus,92,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Citharichthys,sordidus,57,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Citharichthys,sordidus,71,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Parophrys,vetulus,86,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Syngnathus,leptorhynchus,170,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Fish,Liparis,sp,48,,species either greeni or florae,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,52,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,54,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,52,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,53,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,61,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,52,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
